7,532
20,1158
37,1371
50,1285
55,398
68,1118
78,1086
81,1086
84,1289
87,126
100,538
105,1076
122,1379
130,714
144,421
158,1038
171,413
187,1363
203,909
215,911
221,1165
234,1214
244,72
248,638
254,778
263,1159
272,778
291,876
297,871
300,370
311,806
316,77
326,739
331,854
350,778
356,852
363,296
368,737
370,1314
386,1042
405,1351
416,213
432,469
442,1139
450,1214
454,1522
455,344
467,421
484,538
494,1282
507,712
512,331
528,277
542,732
555,1024
574,1091
580,418
597,489
600,721
607,793
617,732
625,414
642,1237
645,1021
656,902
665,1396
683,201
693,177
694,930
705,838
721,1398
724,825
736,1485
741,442
758,1132
764,601
781,277
785,545
799,138
808,1166
823,488
835,395
846,911
851,161
853,673
868,452
881,813
900,1083
916,430
926,1054
940,708
959,1307
978,801
984,440
989,1415
1009,820
1026,586
1034,1272
1053,1264
1054,1428
1058,1028
1063,226
1082,859
1084,1418
1098,156
1109,862
1127,1211
1128,992
1130,1392
1132,1146
1136,653
1138,854
1151,517
1167,78
1177,823
1184,1297
1199,1078
1201,103
1219,114
1224,1021
1239,435
1252,1396
1254,116
1255,1412
1269,898
1283,1504
1288,1382
1296,512
1312,737
1322,354
1323,171
1335,193
1344,239
1350,1283
1357,600
1365,225
1367,1370
1375,708
1389,311
1408,962
1414,804
1426,341
1446,888
1452,180
1465,535
1473,432
1475,342
1477,484
1489,795
1498,1259
1511,1559
1529,733
1532,167
1544,873
1564,1203
1567,447
1573,156
1586,1546
1597,598
1604,451
1608,225
1619,131
1627,1547
1628,1177
1635,1326
1646,1547
1658,1409
1659,194
1661,825
1665,1528
1683,114
1688,78
1698,1104
1707,1495
1727,1459
1732,760
1746,1029
1757,1331
1761,518
1764,1385
1767,512
1770,418
1771,1324
1786,628
1798,748
1800,1029
1807,115
1819,404
1826,126
1830,123
1836,601
1854,1444
1860,229
1868,938
1888,1131
1902,431
1920,133
1926,1437
1936,1423
1949,462
1961,332
1977,1291
1989,458
1995,221
2002,268
2016,123
2030,1367
2049,522
2061,175
2079,109
2086,1014
2106,976
2117,801
2121,656
2139,774
2142,765
2145,646
2152,986
2159,612
2176,624
2177,1441
2187,942
2206,1085
2226,380
2239,82
2255,1031
2257,1243
2264,1159
2275,692
2292,454
2310,161
2323,280
2326,552
2328,1079
2339,1527
2345,1190
2351,888
2360,1321
2361,995
2381,1314
2393,1229
2396,678
2415,1379
2423,1421
2435,1082
2436,199
2456,120
2467,1088
2482,747
2493,1022
2498,568
2511,330
2523,919
2531,791
2551,357
2568,1529
2585,498
2600,514
2612,392
2622,913
2635,116
2638,284
2641,1063
2649,980
2661,528
2669,826
2684,387
2685,1401
2691,941
2711,373
2728,1075
2737,369
2745,1100
2753,1064
2766,1275
2769,1196
2787,1464
2799,393
2803,1190
2804,389
2812,1021
2815,1528
2823,513
2835,130
2844,694
2856,610
2871,1341
2872,1549
2890,811
2896,1108
2913,433
2914,1166
2922,1168
2930,197
2935,1113
2937,1351
2943,687
2949,1384
2961,1492
2977,886
2981,1518
2992,875
2999,723
3004,230
3018,275
3030,449
3034,252
3047,1430
3057,98
3076,1429
3077,1196
3092,345
3106,1087
3112,245
3124,1322
3142,980
3149,817
3169,1224
3173,845
3182,443
3195,468
3214,1184
3220,338
3223,737
3239,960
3244,844
3253,984
3257,1223
3270,1344
3288,951
3291,1445
3309,829
3319,595
3339,76
3353,208
3365,897
3371,1430
3386,1128
3402,973
3405,1170
3412,556
3414,1187
3433,1503
3453,1015
3455,449
3467,99
3480,755
3491,257
3493,188
3508,572
3521,1562
3541,636
3558,70
3578,962
3590,463
3610,294
3616,524
3621,1262
3627,1462
3639,1350
3640,1424
3654,845
3657,894
3676,1263
3686,765
3691,875
3701,377
3720,415
3734,322
3736,549
3741,1487
3753,509
3770,1563
3789,1360
3803,1054
3815,1307
3821,692
3822,332
3838,956
3846,184
3849,592
3854,1442
3866,299
3880,630
3898,795
3902,314
3918,1280
3935,1426
3947,205
3955,834
3967,917
3971,1099
3989,205
4002,997
4022,712
4041,835
4048,1270
4065,752
4068,230
4085,283
4093,90
4109,1473
4112,1456
4116,225
4128,1386
4148,1559
4167,1445
4175,817
4187,1319
4193,1335
4200,1418
4208,101
4228,696
4231,1542
4239,1480
4246,83
4258,477
4266,729
4279,146
4284,67
4289,802
4307,1131
4322,1405
4337,1223
4342,650
4361,527
4367,1314
4386,1077
4392,668
4412,1340
4426,383
4436,1081
4443,758
4444,78
4463,430
4470,1448
4471,249
4483,476
4503,120
4518,185
4534,682
4548,616
4560,1052
4567,732
4582,784
4602,429
4615,182
4635,498
4651,1099
4670,810
4674,300
4686,1039
4696,1391
4712,1540
4723,828
4725,1553
4742,767
4747,867
4753,1036
4771,1442
4780,971
4786,1385
4803,1337
4817,737
4836,734
4837,1430
4841,1304
4859,921
4866,456
4885,491
4901,1212
4914,508
4926,1285
4931,1336
4950,850
4956,954
4968,1256
4984,542
4991,1059
5011,1300
5028,725
5029,777
5048,598
5058,1313
5062,1504
5067,1326
5068,440
5084,877
5098,752
5112,102
5123,1330
5131,924
5133,501
5145,1253
5163,474
5168,867
5185,506
5186,673
5200,394
5204,808
5210,1196
5216,297
5220,896
5226,925
5244,1248
5263,1002
5273,1224
5292,454
5309,897
5320,1437
5335,457
5350,759
5361,72
5375,502
5387,1281
5390,174
5398,1022
5403,911
5423,912
5436,527
5437,918
5451,931
5468,765
5485,477
5489,236
5494,728
5495,1296
5515,436
5531,1483
5535,1137
5537,597
5538,1086
5556,1539
5571,1236
5589,536
5604,1497
5621,772
5622,1506
5637,399
5645,1108
5653,1142
5658,1054
5674,264
5691,265
5697,203
5699,1474
5713,167
5729,824
5742,1440
5754,830
5762,264
5779,1255
5787,656
5792,170
5796,1023
5806,365
5810,1035
5815,636
5831,383
5833,255
5841,456
5843,968
5849,1228
5862,1381
5878,443
5894,1538
5910,576
5913,666
5919,744
5921,356
5938,286
5947,640
5955,1239
5966,450
5968,1322
5987,1321
6006,334
6008,796
6018,498
6022,353
6037,1138
6040,235
6050,901
6066,698
6079,1546
6082,288
6091,211
6092,502
6104,1106
6124,763
6137,769
6140,788
6141,1029
6152,961
6168,683
6181,743
6200,444
6216,1047
6217,1113
6227,226
6238,901
6240,945
6260,377
6268,1391
6273,1124
6293,332
6306,557
6310,120
6327,1297
6336,1456
6354,666
6374,928
6377,112
6382,1394
6391,842
6402,303
6409,1016
6414,1099
6417,1510
6434,922
6440,1309
6447,204
6458,304
6470,652
6485,1495
6501,296
6512,1278
6524,764
6539,728
6547,1221
6557,626
6577,120
6583,861
6584,548
6601,1085
6608,851
6623,1314
6624,488
6638,776
6646,1396
6662,809
6673,790
6685,105
6695,906
6707,1243
6721,228
6726,991
6735,242
6738,75
6740,573
6742,257
6745,1308
6758,1353
6775,243
6793,987
6805,1006
6812,492
6819,1270
6823,1410
6841,954
6858,1405
6877,406
6882,943
6887,640
6905,362
6925,1289
6940,400
6941,1363
6956,475
6972,358
6976,403
6979,307
6991,1433
6996,1323
7011,441
7015,1185
7017,1062
7035,272
7037,636
7039,463
7050,1454
7056,1526
7058,1369
7062,192
7076,829
7090,1477
7105,203
7108,234
7120,1046
7134,294
7144,394
7164,479
7183,626
7200,1329
7216,1009
7226,463
7245,987
7255,444
7273,468
7279,648
7291,393
7294,767
7309,514
7311,892
7313,885
7318,622
7337,645
7338,355
7355,145
7369,910
7373,913
7383,335
7392,161
7402,656
7410,1449
7427,722
7434,481
7453,920
7470,182
7483,764
7497,297
7510,932
7511,1358
7523,1046
7542,231
7548,834
7550,686
7552,1148
7554,508
7569,138
7575,548
7581,815
7599,1236
7604,1385
7624,1266
7644,272
7661,1497
7670,1443
7675,841
7676,1387
7686,792
7695,946
7707,879
7709,377
7726,892
7743,549
7746,450
7759,967
7777,134
7787,438
7795,1310
7805,1444
7819,1267
7833,864
7838,386
7858,87
7878,1141
7888,614
7904,1456
7914,1139
7928,278
7943,645
7950,1285
7964,1089
7978,518
7980,1539
7989,502
7998,985
8015,986
8027,658
8043,234
8044,566
8055,116
8074,1265
8075,633
8092,189
8093,960
8112,672
8131,402
8136,1306
8146,530
8151,278
8163,1550
8182,1239
8185,1098
8192,1350
8206,375
8221,579
8228,926
8242,1548
8258,1110
8266,960
8273,1532
8284,627
8290,669
8299,577
8302,1177
8309,666
8321,1378
8322,1189
8336,647
8339,220
8343,214
8347,1095
8353,1112
8365,902
8376,499
8383,524
8402,1256
8422,1073
8423,563
8442,1539
8461,1263
8472,573
8474,1054
8477,728
8494,1545
8505,71
8510,872
8520,417
8526,1544
8539,828
8551,897
8557,324
8570,890
8580,824
8582,846
8601,236
8614,728
8633,1324
8645,703
8650,655
8651,732
8656,1500
8665,219
8679,293
8694,428
8699,277
8718,114
8719,980
8729,592
8730,1452
8749,1464
8758,1351
8764,308
8773,70
8777,323
8779,375
8787,1016
8790,590
8803,1541
8806,613
8817,799
8836,1298
8843,911
8846,1253
8847,1320
8851,126
8858,1076
8871,440
8887,840
8893,1451
8895,1167
8915,1004
8924,1037
8930,1486
8938,373
8953,1367
8973,1292
8978,159
8990,497
9007,811
9009,897
9025,930
9036,1325
9050,1004
9068,490
9081,401
9082,204
9083,761
9087,1035
9088,587
9098,430
9106,1027
9116,877
9125,1187
9143,98
9154,694
9155,710
9168,543
9170,269
9188,647
9204,527
9216,606
9229,1080
9231,1542
9241,547
9255,1550
9263,914
9266,134
9269,353
9277,966
9295,820
9312,1116
9323,981
9338,1170
9354,447
9369,416
9372,1051
9377,546
9395,1197
9402,849
9416,243
9435,1323
9436,204
9452,1172
9453,852
9471,337
9478,285
9489,204
9505,529
9515,734
9521,1151
9523,1232
9525,1227
9535,1226
9547,366
9558,891
9575,325
9576,645
9581,932
9600,1532
9611,838
9621,468
9626,835
9646,916
9656,1506
9670,256
9681,1317
9683,887
9692,317
9705,405
9709,918
9721,987
9730,395
9750,245
9762,642
9782,210
9788,1411
9806,1478
9810,1221
9820,192
9835,396
9845,976
9864,1365
9865,384
9870,455
9872,1368
9890,99
9906,90
9926,1087
9934,1410
9941,666
9951,1380
9971,663
9983,816
9992,1446
10007,1310
10009,1283
10012,657
10018,1467
10023,831
10032,300
10035,459
10047,1136
10055,603
10060,1399
10076,1149
10093,944
10103,1351
10119,358
10124,418
10143,232
10147,487
10162,1316
10167,623
10184,1439
10191,1477
10208,1379
10218,241
10234,205
10238,528
10239,897
10257,1297
10268,704
10276,114
10295,1556
10312,1047
10315,210
10328,1549
10335,973
10351,687
10370,617
10385,514
10403,1054
10408,839
10417,966
10432,1313
10439,512
10443,447
10454,1122
10474,527
10481,918
10484,919
10488,764
10497,1496
10510,371
10525,1453
10530,749
10535,505
10554,1284
10560,632
10572,491
